movie_id;title;overview;genre_ids;cast;crew;keyword;genres
1196470;Survive;A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.;[878, 53, 12, 28];['Émilie Dequenne', 'Andreas Pietschmann', 'Lisa Delamar', 'Lucas Ebel', 'Arben Bajraktaraj', 'Olivier Ho Hio Hen', 'Stéphanie Guerin', 'Rida Ait Oufqir', 'Youssef El Hiaboui', 'Simon Rérolle', 'Ranger'];['Frédéric Jardin', 'Matt Alexander', 'Pierre Aïm', 'Ludovic Naar', 'Frantz Richard', 'Marc-Etienne Schwartz', 'Marc Stanimirovic', 'Reynald Bertrand', 'Camille Toubkis', 'Pierre Quefféléan', 'Élisabeth Bornuat', 'Sylvie Ferry', 'Théo Richard', 'Kenza Salaheddine', 'Zahira Souhair', 'Michaël Viger', 'Florian Cornet', 'Thomas Lascar', 'Anais Letiexhe', 'Hamza Morchid', 'Adrien Navez', 'Alice Prouvost', 'Georges Demétrau', 'Gilles Conseil', 'Abdellah Ouksih', 'Brahim Amarak', 'Paulin Amato', 'Aziz Lechgar', 'Imad Rchich', 'Abdelghami Rifki', 'Magali Magnan', 'Jaouad Chajai', 'Joséphine Winocour', 'Clementine Oudot', 'Bastien Sirodot', 'Cédric Iland', 'Nicolas Errèra'];[];['Science Fiction', 'Thriller', 'Adventure', 'Action']
324568;Delinquent in Drag;Does being the only guy in an all girl school sound like paradise? It might be, if the girls knew you were a guy, but to stay in school teenage pervert Banji can't let can't let anyone find out his chromosomes don't match. Banji's status conscious parents want him to go to a good school, but not enough to spend the money on a good co-ed school. Now, in addition to studying math and science, Banji has to learn how to put on a bra and makeup. His life has become a living hell. Not only is he at the bottom of the social pecking order, he must also got to conceal his inner-masculinity from the pretty classmate girl who's stolen his heart while avoiding the female bullies who threaten to expose his less-than-feminine charms in the locker room.;[16, 35, 28];['Kappei Yamaguchi', 'Hideyuki Tanaka', 'Reiko Oimori', 'Yumi Touma', 'Eiko Yamada', 'Kenyu Horiuchi', 'Hiroko Emori', 'Michie Tomizawa', 'Yasunori Matsumoto', 'Yoku Shioya'];['Go Nagai', 'Yusaku Saotome', 'Masuo Nakayama', 'Teruyoshi Sudo', 'Fumio Nishikidera', 'Masahide Okino', 'Keisuke Tsuruta', 'Ryuji Kumano', 'Yoshihiro Kunimoto', 'Noriyoshi Matsuura', 'Kazuhiko Seki', 'Masato Takami'];['cross dressing', 'gender disguise', 'anime'];['Animation', 'Comedy', 'Action']
98;Gladiator;After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.;[28, 18, 12];['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana', 'Ralf Moeller', 'Spencer Treat Clark', 'David Hemmings', 'Tommy Flanagan', 'Sven-Ole Thorsen', 'Omid Djalili', 'Nicholas McGaughey', 'Chris Kell', 'Tony Curran', 'Mark Lewis', 'John Quinn', 'Alun Raglan', 'David Bailie', 'Chick Allan', 'David J. Nicholls', 'Al Hunter Ashton', 'Billy Dowd', 'Ray Calleja', 'Giannina Facio', 'Giorgio Cantarini', 'Malcolm Ellul', 'Ray Mangion', 'João Costa Menezes', 'Mike Mitchell', 'Antone Pagán', 'Norman Campbell Rees', 'Neil Roche', 'Paul Sacks', 'Steve Saunders', 'Brian Smyj', 'Richard Stride', 'Tony Tomlinson', 'Paul Woodadge', 'Michael Yale'];"['Colin Coull', 'David Franzoni', 'Hans Zimmer', 'Lisa Gerrard', 'Pietro Scalia', 'William Nicholson', 'Janty Yates', 'Arthur Max', 'Branko Lustig', 'David Franzoni', 'Douglas Wick', 'John Logan', 'Ridley Scott', 'Crispian Sallis', 'Louis DiGiaimo', 'William McPhail', 'David Appleby', 'Branko Lustig', 'Terry Needham', 'Klemens Becker', 'Colin Codner', 'Alexander Witt', 'Sallie Beechinor', 'Adam Somner', 'Adrian McCarthy', 'Robert Dawson', 'Rosemary Burrows', 'Rupert Lloyd-Parry', 'Peter Taylor', 'Per Hallberg', 'Ty Warren', 'Lesley Keane', 'Bill Hargreaves', 'Frank A. Montaño', 'Dashiell Rae', 'Jo Allen', ""Adam O'Neill"", 'Agapios Louka', 'José Luis del Barco', 'Jon Title', 'Peter Russell', 'Christopher Assells', 'Klemens Becker', 'Laurent Hugueniot', 'Clive Jackson', 'Chisako Yokoyama', 'Alex King', 'Mike Higgins', 'Cynthia Sadler', 'Neil Corbould', 'Terry Blyther', 'Astrig Akseralian', 'Keith Pain', 'John T. Cucci', 'James Moriana', 'Dino DiMuro', 'Marese Langan', 'Scott Millan', 'John Nelson', 'Jaap Buitendijk', 'Jeremy Johns', 'Graham Johnston', 'Bob Walker', 'Felix Schroer', 'Carmel Jackson', 'Trefor Proud', 'Ivana Primorac', 'Jeffrey Wilhoit', 'Tim Burke', 'Nikki Penny', 'Branko Knez', 'Anita Burger', 'Bob Beemer', 'Wesley Sewell', 'Rob Harvey', 'Ben Gooder', 'Rob Harris', 'John Mathieson', 'Michael Reynolds', 'Ivana Němcová', ""Dan O'Connell"", 'Randy Kelley', 'Paul Engelen', 'Laura McIntosh', 'Melissa Lackersteen', 'Roger Holden', 'Phil Neilson', 'Gerry Gore', 'Miroslav Lhotka', 'Stephanie Corsalini', 'Walter F. Parkes', 'Laurie MacDonald', 'Terry Needham', 'Ridley Scott', 'Barbara L. Roche', 'David Franzoni', 'Mustapha Charif', 'Rob Martin', 'Pia Zammit', 'Yann Mari Faget', 'Kathleen Mackie Higgins', 'Hamid Ait Timaghrit', 'Billy Dowd', 'Simon Stanley-Clamp', 'Benjamín Fernández', 'John King', 'David Allday', 'John Evans', 'Daniele Botteselle', 'Scott Martin Gershin', 'Lisa Dennis', 'Ali Cherkaoui', 'Dale E. Grahn', 'Eddie Stacey', 'Thierry Le Portier', 'Bruce Bigg', 'Simon Coke', 'Graeme Purdy', 'Richard Dwan Jr.', 'Lou Kleinman', 'Annie Penn', 'Lauren Stephens', 'Chris Jargo', 'Alexander Witt', 'Laura Graham', 'David A. Cohen', 'David A. Cohen', 'Philip McDonald', 'Mark Taylor', 'Ken Weston', 'Lisa Gerrard', 'David Weiss', 'Marc Roberts', 'Peter Olgyay', 'Pavel Vokoun', 'Brian Smyj', 'Mike Lambert', 'C.C. Smiff', 'Stephanie Lelievre', 'Mark Anthony Newman', 'Robbie MacFarlane', 'Jane Omorogbe', 'Ray Nicholas', 'Peter Miles', 'Graham Mullins', 'Ian Walker', 'Derek Lea', 'Seoras Wallace', 'Randy Miller', 'Gordon Smith', 'Mirek Navratil', 'Peter White', 'Jean-Phillipe Roman', 'Mustapha Natouri', 'Chris Manger', 'Guy List', 'Ivan Miča', 'Trevor Lovell', ""Martin 'Mato' Uhrovcik"", 'Marek Toth', 'Jennifer Stoute', 'José María Serrano', 'Ken Scotland', 'Hernan Ortiz', 'Tubardh Wilson', 'R.J. Steel', 'Pauline Richards', 'Tom Lucy', 'Tony Lucken', 'Kevin Johnson', 'Martin Hub', 'Alejandro García', 'Neil Finnighan', 'Viktor Cervenka', 'Sebastiano Cartier', 'Morgan Johnson', 'Michel Didier', 'Vincent Bellina', 'Ryan Alber', 'Stuart Clark', 'Georges Branche', 'Ivo Krištof', 'Forbes Cowan', 'Gianluca Coppetta', 'Alejandro Cobo', 'Sergio Casadei', 'Radowan Kak', 'Joss Gower', 'David Faivre', 'Chuck Jeffreys', 'Charles Jarman', 'Petr Drozda', 'Gary Fry', 'Peter Hric', 'Kamil Fojtik', 'Zdeněk Dvořáček', 'Carlo Antonioni', 'Manuel Cabrera', 'Carlton Headley', 'Vincent Keane', 'Mohammed Enahal', 'Alessandro Casalino', 'Eugenio Alonso Yenes', 'Ricardo Cruz', 'Gary Fry', 'Eugene Collier', 'Ben Bellman', 'Walter Difrancesco']";['epic', 'gladiator', 'rome, italy', 'arena', 'senate', 'roman empire', 'parent child relationship', 'emperor', 'slavery', 'ancient rome', 'revenge', 'battlefield', 'slave auction', 'historical fiction', 'ancient world', 'combat', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor', 'commodus', 'maximus', 'serene', 'defiant'];['Action', 'Drama', 'Adventure']
693134;Dune: Part Two;Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.;[878, 12];['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson', 'Javier Bardem', 'Josh Brolin', 'Austin Butler', 'Florence Pugh', 'Dave Bautista', 'Christopher Walken', 'Léa Seydoux', 'Stellan Skarsgård', 'Charlotte Rampling', 'Souheila Yacoub', 'Roger Yuan', 'Babs Olusanmokun', 'Alison Halstead', 'Giusi Merli', 'Kait Tenison', 'Tara Breathnach', 'Akiko Hitomi', 'Imola Gáspár', 'Alison Adnet', 'Hamza Baissa', 'Hassan Najib', 'Jasper Ryan-Carter', 'Elbooz Omar Ahmed Fathie', 'Abdelkarim Hussein Seli Mohamed Hassanin', 'Joseph Beddelem', 'Xavier Alba Royo', 'Rachid Abbad', 'Affif Ben Badra', 'Botond Bóta', 'Abdelaziz Boumane', 'Abdellah Echahbi', 'Zouhair Elakkari', 'Noureddine Hajoujou', 'Mohamed Mouraoui', 'Adil Achraf Sayd', 'Hamza Sayd', 'Hopi Grace', 'Havin Fathi', 'Kincsö Pethö', 'Cat Simmons', 'Burt Caesar', 'Remi Fadare', 'Amer El-Erwadi', 'Tedroy Newell', 'Oxa Hazel', 'Hajiyeva Pakiza', 'Leon Herbert', 'Sima Rostami', 'Yvonne Campbell', 'Joseph Charles', 'Vic Zander', 'Dylan Baldwin', 'Marcia Tucker', 'Nicola Brome', 'Kathy Owen', 'Huw Novelli', 'Moe Bar-El', 'Serhat Metin', 'Amra Mallassi', 'Adam Bloom', 'Luis Alkmim', 'Jordan Long', 'Omar A.K.', 'Zdeněk Dvořáček', 'Billy Clements', 'Anton Valensi', 'Lex Daniel', 'Dominic McHale', 'Paul Boyle', 'Niall White', 'Tony Cook', 'Gábor Szemán', 'Jonathan Gunning', 'Will Irvine', 'Alan Mehdizadeh', 'Rex Adams', 'Molly Mcowan', 'Ana Cilas', 'Kajsa Mohammar', 'Sára Bácsfalvi', 'Zsófia Kocsis', 'Matthew Sim', 'Steve Wall', 'Italo Amerighi', 'Tim Hilborne', 'Cecile Sinclair', 'Tracy Coogan', 'Zoe Kata Kaska', 'Jimmy Walker', 'Rand Faris', 'Fouad Humaidan', 'Manaf Irani', 'Dora Kápolnai-Schvab', 'Joelle', 'Anya Taylor-Joy', 'Peter Sztojanov Jr.'];"['Tom Brown', 'Miklós Hatvani-Deàk', 'Adorjan Portik', 'Shane Vieau', 'Jacqueline West', 'Donald Mowat', 'Gerd Nefzer', 'Donald Mowat', 'Francine Maisler', 'Mary Parent', 'Cale Boyter', 'Joe Walker', 'Ron Bartlett', 'Hans Zimmer', 'Patrice Vermette', 'Paul Lambert', 'Greig Fraser', 'Byron Merritt', 'Jon Spaihts', 'Brian Herbert', 'Kim Herbert', 'Herb Gains', 'Joshua Grode', 'Thomas Tull', 'Jessica Derhammer', 'Jessica Derhammer', 'Denis Villeneuve', 'Lee Morrison', 'Ines Rose', 'Tanya Lapointe', 'Nancy Case', 'Dixie Chassay', 'Rachid Abbad', 'Athina Sapanidis', 'Brogan Sharp', 'Sleiman Tadros', 'Laura Papp', 'Hanna Máté', 'Barbara Kund', 'Donald Mowat', 'Yazan Abu Jafar', 'Abed Jarekji', 'Ray Beentjes', 'Murat Çelikkol', 'Freya Clarke', 'Hayden Collow', 'Alexis Feodoroff', 'Christopher Flick', 'Tavish Grade', 'Richard King', 'Michael W. Mitchell', 'Stefanie Ng', ""Dan O'Connell"", 'Willard Overstreet', 'Matt Stutter', 'Chris Terhune', 'Jordane Chedotal', 'Janka Erdely', 'Elias Jaber', 'Magdi Kondorosi', 'Betti Unterlauf', 'Stefanie Übelhör', 'Tarik Afifi', 'Thibault Chiron', 'János Henk', 'Alex Jay', 'Sándor Mike', 'Gábor Szemán', 'Miklos Bajus', 'Stephan Galliant', 'Rafiq Kamhawi', 'Mate Kantor', 'Adam Konrath', 'Oliver Laude', 'Luca Nefzer', 'Roman Remer', 'Ruben Teshmar', 'John Harrison', 'Arnaud Brisebois', 'Gary Couto', 'Johnny Fehr', 'Nelson Fernandes', 'Michael Grobe', 'Max Hicks', 'Stephen James', 'Louis-Charles Lapointe', 'Jake Maymudes', 'Shrijeet Modi', 'Max Rees', 'Rhys Salcombe', 'Igor Siniatulov', 'Kim Allison-Hèbert', 'Richard P. Rubinstein', 'George Hull', 'Darnell Appling', 'Patrick McCormick', 'Tamás Péter Chipie', 'Louis Clark', 'Toby Hefferman', 'Vera Janisch', 'George Max Trummler', 'Dale Bartlett', 'Gareth John', 'Kane Rodrigues', 'Dave Whitehead', 'Rob de Groot', 'Zsófia Kocsis', 'Cyrus Leisy', 'Richárd Nagy', 'Domonkos Párdányi', 'Lorenz Hideyoshi Ruwwe', 'Magdalena Šittová', 'Marek Svitek', 'Miklós Szentváry-Lukács', 'Belle Williams', 'Roger Yuan', 'Megan Norris', 'Muhammad Rasheed', 'Zeina Soufan', 'Jason Ewart', 'Jason Ewart', 'Vilmos Keszler', 'Jamie Mills', 'Gergo Vasari', 'Craig Mazin', 'Denis Villeneuve', 'Frank Herbert', 'Jon Spaihts', 'Denis Villeneuve', 'Omer Benyamin', 'Steven Doar', 'Tanya Lapointe', 'Abimanyu Khatman Zakaria', 'Samantha Thompson', 'Lisa Gerrard', 'Ed Natividad', 'Matt Craufurd', 'Matt Cooper', 'Chris Rosewarne', 'Doug Hemphill']";['epic', 'based on novel or book', 'fight', 'politics', 'sandstorm', 'sand', 'spice', 'chosen one', 'cult', 'sequel', 'romance', 'tragedy', 'distant future', 'tragic hero', 'creature', 'planet', 'desert', 'destiny', 'giant worm', 'space opera', 'sand dune', 'allegorical', 'messiah', 'fall from grace', 'shocking', 'domineering', 'vengeance', 'vindictive', 'cautionary', 'religious allegory', 'giant creature', 'power', 'grand', 'violence', 'suspenseful', 'intense', 'romantic', 'antagonistic', 'audacious', 'awestruck', 'bold', 'exuberant', 'foreboding', 'melodramatic', 'tragic'];['Science Fiction', 'Adventure']
926670;Henry Danger: The Movie;Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.;[28, 35, 10751, 878];['Jace Norman', 'Sean Ryan Fox', 'Ella Anderson', 'Michael D. Cohen', 'Frankie Grande', 'Glee Dango', 'Andre Tricoteux', 'Cooper Barnes', 'Eric Mazimpaka', 'Rachel Drance', 'Michael Briganti', 'Peter Chao', 'David Kaye', 'Rawleigh Clements-Willis', 'Jason Day', 'Will Erichson', 'Lisa Chandler', 'Dominique Mailloux', 'Zavien Garrett', 'Breeze Dango', 'Ajay Musodi', 'Liam Ma', 'Ben Comin', 'Ryan McEwen', 'Angelique Maingot', 'Kelsey Andries', 'Jaeson Lee', 'Nathaniel Shuker', 'Sam Smith', 'Darryl Quon', 'Dimitry Tsoy', 'Matt Kennedy', 'Shawn C. Orr', 'Bruce Crawford', 'Trevor Devall', 'Daran Norris'];['Christopher J. Nowak', 'Dana Olsen', 'Dan Schneider', 'Joe Menendez', 'Jake Farrow', 'Paul Edward-Francis', 'Christopher Charles Kempinski', 'Andrew Chin', 'Bruce Crawford', 'Jesse James Pierce', 'Stu Cooke', 'Kirstyn König', 'Serena Ly', 'Derick Vizcarra', 'Tyson Arner', 'Chris Peters', 'Ken Do', 'Matt Kennedy', 'Greg Bray', 'Tyree Trand', 'Craig Bullen', 'Alex Stines', 'Johnson Do', 'Russel Mitrovich', 'Fraser Aitcheson', 'Mike Ching', 'Chris Rudolph', 'Joanne Gerein', 'Lee Karlovic', 'Ken Brooker', 'Shay Hilliard', 'Rachel Robinson', 'Bobbi Allyn', 'Rodrigo Segovia', 'Denise Hutniak', 'Neil Westlake', 'Kyle Petty', 'Ed Araquel', 'Edmond Kober-Leung', 'Andy Wong', 'Emmet Falconer', 'Amandine Dufraise', 'Warut Boonyaleephun', 'Sarah Jane Trohimchuck', 'Matteo Di Iorio', 'Terry Garnett', 'Ricky Dean', 'Greg Coletti', 'Boris Martens', 'Kelly Rose McLaughlin', 'Lake Hughes', 'Jonathan Yip', 'George Collins', 'Derrick Guerin', 'Clayton Weber', 'Clayton Weber', 'Clayton Weber', 'Sean Heissinger', 'Travis Crotts', 'Travis Crotts', 'Deron Street', 'Kimberly Morrell', 'Jordan McClain', 'Jordan McClain', 'Matt Salib', 'Sanaa Kelley', 'Andy Gheorghiu', 'Jason Oliver', 'Wolfie Trausch', 'Anita Kalathara', 'Jon Mitchell', 'Matthew Lane', 'Nicole Whitmore Burke', 'Dan Dixon', 'Terry Hutcheson', 'Garrett Lynn', 'Milos Djakovic', 'Adam Avitabile', 'Matthew Poliquin', 'Yiris Hallal', 'Weverton Alves', 'James Bianco', 'Mark Wike', 'Harry Brokensha', 'Gloria Ponce', 'Arthur Valentin Grósz', 'Krisha Bullock', 'Jamie Snow', 'Heather Laura Gray', 'Laura Webb', 'Farnaz Khaki-Sadigh', 'Steve Haugen', 'Bridget McGuire', 'Jace Norman', 'Ron French', 'Jake Farrow', 'Christopher J. Nowak', 'Joe Menendez'];['superhero', 'supervillain', 'based on tv series'];['Action', 'Comedy', 'Family', 'Science Fiction']
1164355;Lembayung;Arum and Pica, who wanted to complete their internship at Lembayung hospital, had to face mysterious terror from a woman satan who was suspected of hanged herself in the bathroom. The situation became even more tense after they asked others for help to the point where they threatened their own lives and those closest to them.;[27, 53];['Taskya Namya', 'Yasamin Jasem', 'Arya Saloka', 'Anna Jobling', 'Daffa Wardhana', 'Oka Antara', 'Tio Pakusadewo', 'Paula Verhoeven', 'Mario Maulana', 'Dayu Wijanto', 'Erick Estrada', 'Asri Welas', 'Ence Bagus', 'Wulan Guritno', 'Sari Nila', 'Kiano Tiger Wong'];['Ruben Adrian S.', 'Baim Wong', 'Emilka Chaidir', 'Yoga Krispratama', 'Allan Sebastian', 'Dodi Setiadi', 'Baim Wong', 'Novie Ariyanti', 'Baim Wong', 'Meutia Setijono Pudjowarsito', 'Satrio Budiono', 'Yusuf A. Patawari', 'Ipung Rachmat Syaiful', 'Novie Ariyanti', 'Ricky Lionardi', 'Gemati Rahayu', 'Meutia Setijono Pudjowarsito', 'Emilka Chaidir', 'Kalvin Irawan', 'Chairul Rizal', 'Ruben Adrian S.', 'Valencia Tanoesoedibjo', 'Filriady Kusmara', 'Yaya Said', 'Faradillah Tri R.', 'Elhan Shaleh', 'El Shinta Pica', 'Bakti Adhitama', 'Jentoni Pakpahan'];['based on novel or book', 'haunting', 'female protagonist', 'hospital', 'ghost', 'haunted hospital', 'terror', 'based on twitter thread'];['Horror', 'Thriller']
1208491;Zak & Wowo: The Legend of Lendarys;At the heart of an imaginary world populated by fantastical creatures and dangerous monsters, the 13 year-old Zak goes in search of his twin brother Kyle, who has disappeared mysteriously. Equipped with a magical jade stone whose superpowers he doesn't yet know how to control, he is joined by his grandmother NaïNaï and Indiana, a beautiful outlaw who can communicate with the world's fantastical creatures. But he is also flanked by Wowo, formerly a 3 meter-tall furry pachyderm, now turned into a tiny, cute and wacky furball by the magical jade stone.;[16, 12, 14];['Jérôme Niel', 'Manu Payet', 'Clara Luciani', 'Kyan Khojandi', 'Akil Wingate'];['Philippe Duchene', 'Philippe Duchene', 'Jean-Baptiste Cuvelier', 'Nadege Girardot', 'Jean-Michel Spiner', 'Alain Pancrazi', 'Anne Evrard', 'Jean-Baptiste Frey', 'Brokenstra', 'Warren Kurtiss'];[];['Animation', 'Adventure', 'Fantasy']
385687;Fast X;Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.;[28, 80, 53];['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'John Cena', 'Nathalie Emmanuel', 'Jordana Brewster', 'Sung Kang', 'Jason Momoa', 'Scott Eastwood', 'Daniela Melchior', 'Alan Ritchson', 'Helen Mirren', 'Brie Larson', 'Jason Statham', 'Charlize Theron', 'Rita Moreno', 'Joaquim de Almeida', 'Leo A. Perry', 'Luis Da Silva Jr.', 'Jaz Hutchins', 'Luka Hays', 'Alexander Capon', 'Pete Davidson', 'Shadrach Agozino', 'Ludmilla', 'Miraj Grbić', 'Meadow Walker Thornton-Allan', 'Michael Irby', 'Shahir Figueira', 'Ben-Hur Santos', 'Debby Ryan', 'Josh Dun', 'Dwayne Johnson', 'Gal Gadot', 'Ali Baddou', 'Emily Buchan', 'Luca De Massis', 'Peter Overton'];"['Justin Lin', 'Sanja Milković Hays', 'Robert Bastens', 'Neal H. Moritz', 'Louis Leterrier', 'Jan Roelfs', 'Chuck Borden', 'Maria Gnecchi', 'Jeff Kirschenbaum', 'Samantha Vincent', 'Vin Diesel', 'Joe Bucaro III', 'Steve Kelso', 'Sarah Lochlan', 'Gary Scott Thompson', 'Jacqueline Fernandez', ""Roxy D'Alonzo"", 'Jessica Pazdernik', 'Andrew Hunt', 'Joseph M. Caracciolo Jr.', 'David Cain', 'Chris Morgan', 'Amanda Lewis', 'Mark Bomback', 'Brian Tyler', 'Justin Lin', 'Dan Mazeau', 'Kirsty Kinnear', 'Susie Figgis', 'Peter Chiang', 'Paul Jones', 'Michael Grobe', 'Aleksandar Pejic', 'François Lambert', 'Chad Wiebe', 'Allan Padelford', 'Mariana Calado', 'Linda Flowers', 'Dan Clay', 'Brunella De Cola', 'Miranda Keeble', 'Chloe Kletsa', 'Simon McGuire', 'Andrew Palmer', 'Andy Young', 'Kathryn Pyle', 'John Casali', 'Dan Mazeau', 'Justin Lin', 'Zach Dean', 'Frank A. Montaño', 'Olivia Dibs', 'Trixie Gardner', 'Chris Heap', 'Peter Krumov', 'Jourdan McKee', 'Giulia Romolini', 'Morena Trevisiol', 'Kelly Matsumoto', 'Dylan Highsmith', 'Patrick Vo', 'Andy Gill', 'Tavish Grade', 'Glynna Grimala', 'Alan MacFeely', 'Stephen P. Robinson', 'Aurélia Agel', 'Giorgio Antonini', 'Gregory J. Barnett', 'Lee Charles', 'Tom Connelly', 'Estelle Darnault', 'Kim Fardy', 'Kurt D. Lott', 'Nick McKinless', 'Oleg Podobin', 'Bolek Polívka', 'Franco Maria Salamon', 'Julia Schunevitsch', 'Anastajah Stearns', 'Oli Ward', 'Carlo Postiglione', 'Daniele Postiglione', 'Maurizio Salvatori', 'Chiara Ciotti', 'Victoria Conte', 'Olivier Schneider', 'Vincent Lascoumes', 'Adonay Marin Conde', 'Virgilio Leandro', 'Daniel Acon', 'Jack Anderson', 'Matthew Bouchard', 'Ricardo Coelho', 'Joshua Connaway', 'Andrea Ghellere', 'Dave Kneath', 'Stuart Lovelock', ""Declan O'Donnell"", 'Aaron Parrott', 'Leon Van Der Walt', 'Valter Évora', 'David Clifton', 'Hal Couzens', 'Stanislas de Lesquen', 'Jack Dorst', 'Richard Frazer', 'Meg Guidon', 'Dayaliyah Lopez', 'Tommy Leigh', 'Renée MacCarthy', 'Karen M. Murphy', 'Mariluz Noto', 'James Schembri', 'Alexander Witt', 'Troy Robinson', 'Spiro Razatos', 'Henry Kingi', 'Zoe Morgan', 'Jon Taylor', 'David Kern', 'Matthew Llewellyn', 'Jay Wilkinson', 'Mike Lerma', 'Paul Drenning', ""Dan O'Connell"", 'John T. Cucci', 'Jack Cucci', 'Mikel Parraga-Wills', 'Alistair Williams', 'Peter Mountain', 'Spiro Razatos', 'Corbin Mehl', 'Laura Steiger', 'Katie Byles', 'Mark Button', 'Alex Caldow', 'Anthony Liberatore', 'Nick Pelham', 'Josh Sheppard', 'James Doh', 'Benton Jew', 'Lance Ashton Slaton', 'Matthew Clark', 'Annabel Gibb', 'Peter Wilke', 'Tom Wade', 'Danielle Stanners', 'Joshua Benedetti', 'Eleri Coulten', 'Matt Risebrow', 'Matt Craufurd', 'Lex Donovan', 'Danny Khoudary', 'Deborah Taylor', 'Tania Couper', 'Nathan Grant', 'L. Dillon Thomas', 'Mike Azevedo', 'Dov Samuel', 'Sharon Smith Holley', 'Ben Howdeshell', 'John P. Husky', 'Delaney Del Vecchio', 'Fiona Cousins', 'Perry Evans', 'Steve Ellingworth', 'Lee Godfrey', 'Peter Hayley-Barker', 'Samantha Arnold', 'Nick White', 'Kyle Williams', 'Luís Sérgio', 'Carol McConnaughey', 'Joseph M. Caracciolo Jr.', 'David Cain', 'Alexander Witt', 'Olivier Schneider', 'Peter Miles', 'Carlos Castillo', 'Lee Spencer', 'Arttu Stenberg', 'Billy Clements', 'Brenda Lorena Garcia', 'Brittany Marcotte', 'Caitlin McNerney', 'Jade-Eleena Dregorius', 'Jalil Jay Lynch', 'James Apps', 'Taylor Matheson', 'Jeremiah Kent', 'Craig Grossmueller', 'Holden Miller', 'Tulio Dueñas', 'Sean Kisch', 'Augustus Bechtold', 'Christopher McGovern', 'Bryan Mendoza', 'Madie Ramser', 'Todd Toon', 'Paul Rabjohns', 'Shane Hayes', 'Michael Serr', 'Peter Brown', 'Peter Brown', 'Jimmy N. Roberts', 'Stephen F. Windon', 'Debbie Evans', 'Christina Petrou', 'Paul Jones', 'Artur Pinheiro', 'Cristian Knight', 'Yusuf Chaudhri', 'David Kern', 'Dennis McCarthy']";['sequel', 'revenge', 'betrayal', 'racing', 'family', 'cliffhanger', 'shocking', 'cars', 'dramatic', 'ominous'];['Action', 'Crime', 'Thriller']
1357459;Tatsulok: Tatlo Magkasalo;Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.;[18, 10749];['Mariane Saint', 'Marlon Marcia', 'Skye Gonzaga', 'Daniela Carolino', 'Mianne Agualada', 'Byuti Veloso', 'Jeffrey Carl Baltazar'];['Jojo Nadela'];['softcore', 'lesbian', 'girls love', 'sexy', 'lgbtq'];['Drama', 'Romance']
1167271;Weekend in Taipei;A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.;[28, 12, 53];['Luke Evans', 'Gwei Lun-Mei', 'Sung Kang', 'Wyatt Yang', 'Pernell Walker', 'Zach Ireland', 'Patrick Lee', 'Virginia Chien', 'Lu Yi-ching', 'Tou Tsung-Hua', 'Tjarret Yong', 'Erin Adele Clark', 'Janet Hsieh'];['Luc Besson', 'George Huang', 'Virginie Besson-Silla', 'Jorian Ponomareff', 'François Lepeuple', 'Peter Huang', 'Luc Besson', 'Bryan Vigier', 'Loïc Gourbe', 'Lucas Vauthier', 'Jonathan Gomez', 'Eugenie Juan', 'Emeric Deligans', 'Clément Maurin', 'George Huang', 'Joffrey Darel', 'Quentin Levy', 'Schiele Lee', 'Ya Chun Chang', 'Kevin Bourgin', 'Matteo Locasciulli', 'Samuel Potin', 'Sylvia Liu Jing-Yi', 'Barthélémy Grossmann', 'Liang-Chun Lin', 'Emilien Lafond', 'Amida Belgarbi', 'Dylan Doyle', 'Colin Wandersman'];[];['Action', 'Adventure', 'Thriller']
